Date,away_team,home_team
2015/7/28,NY Yankees,Texas
2015/7/28,Colorado,Chicago Cubs
2015/7/28,Pittsburgh,Minnesota
2015/7/28,LA Angels,Houston
2015/7/28,Cincinnati,St. Louis
2015/7/28,Arizona,Seattle
2015/7/28,Oakland,LA Dodgers
2015/7/28,Milwaukee,San Francisco
2015/7/29,Kansas City,Cleveland
2015/7/29,Detroit,Tampa Bay
2015/7/29,Pittsburgh,Minnesota
2015/7/29,Colorado,Chicago Cubs
2015/7/29,Arizona,Seattle
2015/7/29,Milwaukee,San Francisco
2015/7/29,Atlanta,Baltimore
2015/7/29,Philadelphia,Toronto
2015/7/29,Chicago White Sox,Boston
2015/7/29,San Diego,NY Mets
2015/7/29,Washington,Miami
2015/7/29,NY Yankees,Texas
2015/7/29,LA Angels,Houston
2015/7/29,Cincinnati,St. Louis
2015/7/29,Oakland,LA Dodgers
2015/7/30,San Diego,NY Mets
2015/7/30,Washington,Miami
2015/7/30,Detroit,Baltimore
2015/7/30,Atlanta,Philadelphia
2015/7/30,Kansas City,Toronto
2015/7/30,Chicago White Sox,Boston
2015/7/30,Pittsburgh,Cincinnati
2015/7/30,Colorado,St. Louis
2015/7/30,NY Yankees,Texas
2015/7/30,Chicago Cubs,Milwaukee
2015/7/30,Seattle,Minnesota
2015/7/30,LA Angels,Houston
2015/7/30,Cleveland,Oakland
2015/7/31,Detroit,Baltimore
2015/7/31,Atlanta,Philadelphia
2015/7/31,Kansas City,Toronto
2015/7/31,Tampa Bay,Boston
2015/7/31,Pittsburgh,Cincinnati
2015/7/31,Washington,NY Mets
2015/7/31,San Diego,Miami
2015/7/31,San Francisco,Texas
2015/7/31,NY Yankees,Chicago White Sox
2015/7/31,Chicago Cubs,Milwaukee
2015/7/31,Seattle,Minnesota
2015/7/31,Arizona,Houston
2015/7/31,Colorado,St. Louis
2015/7/31,Cleveland,Oakland
2015/7/31,LA Angels,LA Dodgers
2015/8/1,Pittsburgh,Cincinnati
2015/8/1,Kansas City,Toronto
2015/8/1,Tampa Bay,Boston
2015/8/1,LA Angels,LA Dodgers
2015/8/1,Detroit,Baltimore
2015/8/1,Atlanta,Philadelphia
2015/8/1,NY Yankees,Chicago White Sox
2015/8/1,Chicago Cubs,Milwaukee
2015/8/1,Seattle,Minnesota
2015/8/1,Arizona,Houston
2015/8/1,Washington,NY Mets
2015/8/1,San Diego,Miami
2015/8/1,Colorado,St. Louis
2015/8/1,San Francisco,Texas
2015/8/1,Cleveland,Oakland
2015/8/2,LA Angels,LA Dodgers
2015/8/2,Kansas City,Toronto
2015/8/2,Pittsburgh,Cincinnati
2015/8/2,Washington,NY Mets
2015/8/2,San Diego,Miami
2015/8/2,Detroit,Baltimore
2015/8/2,Tampa Bay,Boston
2015/8/2,Atlanta,Philadelphia
2015/8/2,NY Yankees,Chicago White Sox
2015/8/2,Chicago Cubs,Milwaukee
2015/8/2,Seattle,Minnesota
2015/8/2,Arizona,Houston
2015/8/2,Colorado,St. Louis
2015/8/2,San Francisco,Texas
2015/8/2,Cleveland,Oakland
2015/8/3,Minnesota,Toronto
2015/8/3,Arizona,Washington
2015/8/3,Chicago Cubs,Pittsburgh
2015/8/3,San Francisco,Atlanta
2015/8/3,NY Mets,Miami
2015/8/3,Houston,Texas
2015/8/3,Tampa Bay,Chicago White Sox
2015/8/3,San Diego,Milwaukee
2015/8/3,Seattle,Colorado
2015/8/3,Cleveland,LA Angels
2015/8/3,Baltimore,Oakland
2015/8/4,Boston,NY Yankees
2015/8/4,Arizona,Washington
2015/8/4,LA Dodgers,Philadelphia
2015/8/4,Chicago Cubs,Pittsburgh
2015/8/4,Minnesota,Toronto
2015/8/4,Kansas City,Detroit
2015/8/4,San Francisco,Atlanta
2015/8/4,St. Louis,Cincinnati
2015/8/4,NY Mets,Miami
2015/8/4,Houston,Texas
2015/8/4,Tampa Bay,Chicago White Sox
2015/8/4,San Diego,Milwaukee
2015/8/4,Seattle,Colorado
2015/8/4,Cleveland,LA Angels
2015/8/4,Baltimore,Oakland
2015/8/5,Tampa Bay,Chicago White Sox
2015/8/5,Seattle,Colorado
2015/8/5,Cleveland,LA Angels
2015/8/5,Baltimore,Oakland
2015/8/5,Boston,NY Yankees
2015/8/5,Arizona,Washington
2015/8/5,LA Dodgers,Philadelphia
2015/8/5,Chicago Cubs,Pittsburgh
2015/8/5,Minnesota,Toronto
2015/8/5,Kansas City,Detroit
2015/8/5,San Francisco,Atlanta
2015/8/5,St. Louis,Cincinnati
2015/8/5,NY Mets,Miami
2015/8/5,Houston,Texas
2015/8/5,San Diego,Milwaukee
2015/8/6,St. Louis,Cincinnati
2015/8/6,LA Dodgers,Philadelphia
2015/8/6,Kansas City,Detroit
2015/8/6,San Diego,Milwaukee
2015/8/6,Arizona,Washington
2015/8/6,Boston,NY Yankees
2015/8/6,Minnesota,Toronto
2015/8/6,Miami,Atlanta
2015/8/6,San Francisco,Chicago Cubs
2015/8/6,Houston,Oakland
2015/8/7,San Francisco,Chicago Cubs
2015/8/7,Minnesota,Cleveland
2015/8/7,Toronto,NY Yankees
2015/8/7,Colorado,Washington
2015/8/7,LA Dodgers,Pittsburgh
2015/8/7,Boston,Detroit
2015/8/7,NY Mets,Tampa Bay
2015/8/7,Miami,Atlanta
2015/8/7,Chicago White Sox,Kansas City
2015/8/7,St. Louis,Milwaukee
2015/8/7,Cincinnati,Arizona
2015/8/7,Baltimore,LA Angels
2015/8/7,Houston,Oakland
2015/8/7,Texas,Seattle
2015/8/7,Philadelphia,San Diego
2015/8/8,Toronto,NY Yankees
2015/8/8,Houston,Oakland
2015/8/8,San Francisco,Chicago Cubs
2015/8/8,LA Dodgers,Pittsburgh
2015/8/8,Texas,Seattle
2015/8/8,NY Mets,Tampa Bay
2015/8/8,Minnesota,Cleveland
2015/8/8,Colorado,Washington
2015/8/8,Boston,Detroit
2015/8/8,Chicago White Sox,Kansas City
2015/8/8,St. Louis,Milwaukee
2015/8/8,Miami,Atlanta
2015/8/8,Cincinnati,Arizona
2015/8/8,Philadelphia,San Diego
2015/8/8,Baltimore,LA Angels
2015/8/9,Baltimore,LA Angels
2015/8/9,San Francisco,Chicago Cubs
2015/8/9,Minnesota,Cleveland
2015/8/9,Toronto,NY Yankees
2015/8/9,Boston,Detroit
2015/8/9,NY Mets,Tampa Bay
2015/8/9,Colorado,Washington
2015/8/9,LA Dodgers,Pittsburgh
2015/8/9,Chicago White Sox,Kansas City
2015/8/9,St. Louis,Milwaukee
2015/8/9,Houston,Oakland
2015/8/9,Texas,Seattle
2015/8/9,Philadelphia,San Diego
2015/8/9,Cincinnati,Arizona
2015/8/9,Miami,Atlanta
2015/8/10,Colorado,NY Mets
2015/8/10,LA Angels,Chicago White Sox
2015/8/10,Detroit,Kansas City
2015/8/10,Philadelphia,Arizona
2015/8/10,Baltimore,Seattle
2015/8/10,Washington,LA Dodgers
2015/8/10,Cincinnati,San Diego
2015/8/11,NY Yankees,Cleveland
2015/8/11,Oakland,Toronto
2015/8/11,Colorado,NY Mets
2015/8/11,Boston,Miami
2015/8/11,Atlanta,Tampa Bay
2015/8/11,Milwaukee,Chicago Cubs
2015/8/11,LA Angels,Chicago White Sox
2015/8/11,Detroit,Kansas City
2015/8/11,Texas,Minnesota
2015/8/11,Pittsburgh,St. Louis
2015/8/11,Philadelphia,Arizona
2015/8/11,Baltimore,Seattle
2015/8/11,Washington,LA Dodgers
2015/8/11,Cincinnati,San Diego
2015/8/11,Houston,San Francisco
2015/8/12,Baltimore,Seattle
2015/8/12,Cincinnati,San Diego
2015/8/12,Philadelphia,Arizona
2015/8/12,Houston,San Francisco
2015/8/12,Boston,Miami
2015/8/12,NY Yankees,Cleveland
2015/8/12,Oakland,Toronto
2015/8/12,Colorado,NY Mets
2015/8/12,Atlanta,Tampa Bay
2015/8/12,Milwaukee,Chicago Cubs
2015/8/12,LA Angels,Chicago White Sox
2015/8/12,Detroit,Kansas City
2015/8/12,Texas,Minnesota
2015/8/12,Pittsburgh,St. Louis
2015/8/12,Washington,LA Dodgers
2015/8/13,Colorado,NY Mets
2015/8/13,Oakland,Toronto
2015/8/13,Texas,Minnesota
2015/8/13,Milwaukee,Chicago Cubs
2015/8/13,NY Yankees,Cleveland
2015/8/13,Pittsburgh,St. Louis
2015/8/13,LA Angels,Kansas City
2015/8/13,Cincinnati,LA Dodgers
2015/8/13,Washington,San Francisco
2015/8/14,Chicago Cubs,Chicago White Sox
2015/8/14,Oakland,Baltimore
2015/8/14,NY Yankees,Toronto
2015/8/14,Seattle,Boston
2015/8/14,Pittsburgh,NY Mets
2015/8/14,Arizona,Atlanta
2015/8/14,Tampa Bay,Texas
2015/8/14,LA Angels,Kansas City
2015/8/14,Philadelphia,Milwaukee
2015/8/14,Cleveland,Minnesota
2015/8/14,Detroit,Houston
2015/8/14,Miami,St. Louis
2015/8/14,San Diego,Colorado
2015/8/14,Cincinnati,LA Dodgers
2015/8/14,Washington,San Francisco
2015/8/15,NY Yankees,Toronto
2015/8/15,Seattle,Boston
2015/8/15,Oakland,Baltimore
2015/8/15,Chicago Cubs,Chicago White Sox
2015/8/15,LA Angels,Kansas City
2015/8/15,Philadelphia,Milwaukee
2015/8/15,Cleveland,Minnesota
2015/8/15,Arizona,Atlanta
2015/8/15,Detroit,Houston
2015/8/15,Pittsburgh,NY Mets
2015/8/15,Miami,St. Louis
2015/8/15,Tampa Bay,Texas
2015/8/15,San Diego,Colorado
2015/8/15,Cincinnati,LA Dodgers
2015/8/15,Washington,San Francisco
2015/8/16,Tampa Bay,Texas
2015/8/16,NY Yankees,Toronto
2015/8/16,Pittsburgh,NY Mets
2015/8/16,Oakland,Baltimore
2015/8/16,Seattle,Boston
2015/8/16,Arizona,Atlanta
2015/8/16,Chicago Cubs,Chicago White Sox
2015/8/16,LA Angels,Kansas City
2015/8/16,Philadelphia,Milwaukee
2015/8/16,Cleveland,Minnesota
2015/8/16,Detroit,Houston
2015/8/16,Miami,St. Louis
2015/8/16,Washington,San Francisco
2015/8/16,Cincinnati,LA Dodgers
2015/8/16,San Diego,Colorado
2015/8/17,Oakland,Baltimore
2015/8/17,Minnesota,NY Yankees
2015/8/17,Arizona,Pittsburgh
2015/8/17,Cleveland,Boston
2015/8/17,Seattle,Texas
2015/8/17,Miami,Milwaukee
2015/8/17,Tampa Bay,Houston
2015/8/17,San Francisco,St. Louis
2015/8/17,Chicago White Sox,LA Angels
2015/8/17,Atlanta,San Diego
2015/8/18,NY Mets,Baltimore
2015/8/18,Minnesota,NY Yankees
2015/8/18,Toronto,Philadelphia
2015/8/18,Arizona,Pittsburgh
2015/8/18,Cleveland,Boston
2015/8/18,Kansas City,Cincinnati
2015/8/18,Seattle,Texas
2015/8/18,Detroit,Chicago Cubs
2015/8/18,Miami,Milwaukee
2015/8/18,Tampa Bay,Houston
2015/8/18,San Francisco,St. Louis
2015/8/18,Washington,Colorado
2015/8/18,Chicago White Sox,LA Angels
2015/8/18,LA Dodgers,Oakland
2015/8/18,Atlanta,San Diego
2015/8/19,Minnesota,NY Yankees
2015/8/19,Seattle,Texas
2015/8/19,Miami,Milwaukee
2015/8/19,LA Dodgers,Oakland
2015/8/19,Atlanta,San Diego
2015/8/19,NY Mets,Baltimore
2015/8/19,Toronto,Philadelphia
2015/8/19,Arizona,Pittsburgh
2015/8/19,Cleveland,Boston
2015/8/19,Kansas City,Cincinnati
2015/8/19,San Francisco,St. Louis
2015/8/19,Detroit,Chicago Cubs
2015/8/19,Tampa Bay,Houston
2015/8/19,Washington,Colorado
2015/8/19,Chicago White Sox,LA Angels
2015/8/20,Minnesota,Baltimore
2015/8/20,Cleveland,NY Yankees
2015/8/20,San Francisco,Pittsburgh
2015/8/20,Texas,Detroit
2015/8/20,Kansas City,Boston
2015/8/20,Arizona,Cincinnati
2015/8/20,Philadelphia,Miami
2015/8/20,Atlanta,Chicago Cubs
2015/8/20,Tampa Bay,Houston
2015/8/20,Washington,Colorado
2015/8/20,Chicago White Sox,LA Angels
2015/8/21,Atlanta,Chicago Cubs
2015/8/21,Minnesota,Baltimore
2015/8/21,Cleveland,NY Yankees
2015/8/21,Milwaukee,Washington
2015/8/21,San Francisco,Pittsburgh
2015/8/21,Texas,Detroit
2015/8/21,Kansas City,Boston
2015/8/21,Arizona,Cincinnati
2015/8/21,Philadelphia,Miami
2015/8/21,LA Dodgers,Houston
2015/8/21,NY Mets,Colorado
2015/8/21,Toronto,LA Angels
2015/8/21,Tampa Bay,Oakland
2015/8/21,Chicago White Sox,Seattle
2015/8/21,St. Louis,San Diego
2015/8/22,Cleveland,NY Yankees
2015/8/22,Atlanta,Chicago Cubs
2015/8/22,San Francisco,Pittsburgh
2015/8/22,Minnesota,Baltimore
2015/8/22,Milwaukee,Washington
2015/8/22,Texas,Detroit
2015/8/22,Kansas City,Boston
2015/8/22,Arizona,Cincinnati
2015/8/22,LA Dodgers,Houston
2015/8/22,Philadelphia,Miami
2015/8/22,NY Mets,Colorado
2015/8/22,St. Louis,San Diego
2015/8/22,Toronto,LA Angels
2015/8/22,Tampa Bay,Oakland
2015/8/22,Chicago White Sox,Seattle
2015/8/23,Cleveland,NY Yankees
2015/8/23,Texas,Detroit
2015/8/23,Arizona,Cincinnati
2015/8/23,Philadelphia,Miami
2015/8/23,Minnesota,Baltimore
2015/8/23,Kansas City,Boston
2015/8/23,Milwaukee,Washington
2015/8/23,San Francisco,Pittsburgh
2015/8/23,LA Dodgers,Houston
2015/8/23,Atlanta,Chicago Cubs
2015/8/23,Toronto,LA Angels
2015/8/23,Tampa Bay,Oakland
2015/8/23,Chicago White Sox,Seattle
2015/8/23,St. Louis,San Diego
2015/8/23,NY Mets,Colorado
2015/8/24,Houston,NY Yankees
2015/8/24,NY Mets,Philadelphia
2015/8/24,Colorado,Atlanta
2015/8/24,Pittsburgh,Miami
2015/8/24,Boston,Chicago White Sox
2015/8/24,Baltimore,Kansas City
2015/8/24,St. Louis,Arizona
2015/8/24,Oakland,Seattle
2015/8/25,Houston,NY Yankees
2015/8/25,San Diego,Washington
2015/8/25,NY Mets,Philadelphia
2015/8/25,LA Angels,Detroit
2015/8/25,Milwaukee,Cleveland
2015/8/25,Colorado,Atlanta
2015/8/25,LA Dodgers,Cincinnati
2015/8/25,Pittsburgh,Miami
2015/8/25,Minnesota,Tampa Bay
2015/8/25,Toronto,Texas
2015/8/25,Boston,Chicago White Sox
2015/8/25,Baltimore,Kansas City
2015/8/25,St. Louis,Arizona
2015/8/25,Oakland,Seattle
2015/8/25,Chicago Cubs,San Francisco
2015/8/26,Houston,NY Yankees
2015/8/26,Oakland,Seattle
2015/8/26,San Diego,Washington
2015/8/26,NY Mets,Philadelphia
2015/8/26,LA Angels,Detroit
2015/8/26,Milwaukee,Cleveland
2015/8/26,Colorado,Atlanta
2015/8/26,LA Dodgers,Cincinnati
2015/8/26,Pittsburgh,Miami
2015/8/26,Minnesota,Tampa Bay
2015/8/26,Toronto,Texas
2015/8/26,Boston,Chicago White Sox
2015/8/26,Baltimore,Kansas City
2015/8/26,St. Louis,Arizona
2015/8/26,Chicago Cubs,San Francisco
2015/8/27,LA Dodgers,Cincinnati
2015/8/27,LA Angels,Detroit
2015/8/27,Toronto,Texas
2015/8/27,Baltimore,Kansas City
2015/8/27,Chicago Cubs,San Francisco
2015/8/27,San Diego,Washington
2015/8/27,NY Mets,Philadelphia
2015/8/27,Pittsburgh,Miami
2015/8/27,Minnesota,Tampa Bay
2015/8/27,Seattle,Chicago White Sox
2015/8/27,St. Louis,Arizona
2015/8/28,LA Angels,Cleveland
2015/8/28,Miami,Washington
2015/8/28,San Diego,Philadelphia
2015/8/28,Colorado,Pittsburgh
2015/8/28,Detroit,Toronto
2015/8/28,Boston,NY Mets
2015/8/28,Kansas City,Tampa Bay
2015/8/28,NY Yankees,Atlanta
2015/8/28,Baltimore,Texas
2015/8/28,Seattle,Chicago White Sox
2015/8/28,Cincinnati,Milwaukee
2015/8/28,Houston,Minnesota
2015/8/28,Oakland,Arizona
2015/8/28,Chicago Cubs,LA Dodgers
2015/8/28,St. Louis,San Francisco
2015/8/29,Detroit,Toronto
2015/8/29,Boston,NY Mets
2015/8/29,St. Louis,San Francisco
2015/8/29,Kansas City,Tampa Bay
2015/8/29,LA Angels,Cleveland
2015/8/29,Miami,Washington
2015/8/29,San Diego,Philadelphia
2015/8/29,Colorado,Pittsburgh
2015/8/29,Seattle,Chicago White Sox
2015/8/29,Cincinnati,Milwaukee
2015/8/29,Houston,Minnesota
2015/8/29,NY Yankees,Atlanta
2015/8/29,Baltimore,Texas
2015/8/29,Oakland,Arizona
2015/8/29,Chicago Cubs,LA Dodgers
2015/8/30,Chicago Cubs,LA Dodgers
2015/8/30,LA Angels,Cleveland
2015/8/30,Detroit,Toronto
2015/8/30,Boston,NY Mets
2015/8/30,Kansas City,Tampa Bay
2015/8/30,NY Yankees,Atlanta
2015/8/30,Miami,Washington
2015/8/30,San Diego,Philadelphia
2015/8/30,Colorado,Pittsburgh
2015/8/30,Seattle,Chicago White Sox
2015/8/30,Cincinnati,Milwaukee
2015/8/30,Houston,Minnesota
2015/8/30,Baltimore,Texas
2015/8/30,St. Louis,San Francisco
2015/8/30,Oakland,Arizona
2015/8/31,Tampa Bay,Baltimore
2015/8/31,Cleveland,Toronto
2015/8/31,NY Yankees,Boston
2015/8/31,Miami,Atlanta
2015/8/31,Philadelphia,NY Mets
2015/8/31,Cincinnati,Chicago Cubs
2015/8/31,Seattle,Houston
2015/8/31,Washington,St. Louis
2015/8/31,Arizona,Colorado
2015/8/31,LA Angels,Oakland
2015/8/31,San Francisco,LA Dodgers
2015/8/31,Texas,San Diego
2015/9/1,Tampa Bay,Baltimore
2015/9/1,Cleveland,Toronto
2015/9/1,NY Yankees,Boston
2015/9/1,Miami,Atlanta
2015/9/1,Philadelphia,NY Mets
2015/9/1,Cincinnati,Chicago Cubs
2015/9/1,Detroit,Kansas City
2015/9/1,Pittsburgh,Milwaukee
2015/9/1,Chicago White Sox,Minnesota
2015/9/1,Seattle,Houston
2015/9/1,Washington,St. Louis
2015/9/1,Arizona,Colorado
2015/9/1,LA Angels,Oakland
2015/9/1,San Francisco,LA Dodgers
2015/9/1,Texas,San Diego
2015/9/2,Miami,Atlanta
2015/9/2,Cincinnati,Chicago Cubs
2015/9/2,LA Angels,Oakland
2015/9/2,NY Yankees,Boston
2015/9/2,Tampa Bay,Baltimore
2015/9/2,Cleveland,Toronto
2015/9/2,Philadelphia,NY Mets
2015/9/2,Detroit,Kansas City
2015/9/2,Pittsburgh,Milwaukee
2015/9/2,Chicago White Sox,Minnesota
2015/9/2,Seattle,Houston
2015/9/2,Washington,St. Louis
2015/9/2,Arizona,Colorado
2015/9/2,San Francisco,LA Dodgers
2015/9/2,Texas,San Diego
2015/9/3,Chicago White Sox,Minnesota
2015/9/3,Atlanta,Washington
2015/9/3,Pittsburgh,Milwaukee
2015/9/3,Detroit,Kansas City
2015/9/3,San Francisco,Colorado
2015/9/3,LA Dodgers,San Diego
2015/9/4,Arizona,Chicago Cubs
2015/9/4,Tampa Bay,NY Yankees
2015/9/4,Atlanta,Washington
2015/9/4,Baltimore,Toronto
2015/9/4,Cleveland,Detroit
2015/9/4,Philadelphia,Boston
2015/9/4,Milwaukee,Cincinnati
2015/9/4,NY Mets,Miami
2015/9/4,Chicago White Sox,Kansas City
2015/9/4,Minnesota,Houston
2015/9/4,Pittsburgh,St. Louis
2015/9/4,San Francisco,Colorado
2015/9/4,Texas,LA Angels
2015/9/4,Seattle,Oakland
2015/9/4,LA Dodgers,San Diego
2015/9/5,Tampa Bay,NY Yankees
2015/9/5,Baltimore,Toronto
2015/9/5,Milwaukee,Cincinnati
2015/9/5,Arizona,Chicago Cubs
2015/9/5,Philadelphia,Boston
2015/9/5,Pittsburgh,St. Louis
2015/9/5,NY Mets,Miami
2015/9/5,Atlanta,Washington
2015/9/5,Cleveland,Detroit
2015/9/5,Chicago White Sox,Kansas City
2015/9/5,Minnesota,Houston
2015/9/5,San Francisco,Colorado
2015/9/5,LA Dodgers,San Diego
2015/9/5,Texas,LA Angels
2015/9/5,Seattle,Oakland
2015/9/6,Tampa Bay,NY Yankees
2015/9/6,Baltimore,Toronto
2015/9/6,Cleveland,Detroit
2015/9/6,Milwaukee,Cincinnati
2015/9/6,NY Mets,Miami
2015/9/6,Philadelphia,Boston
2015/9/6,Atlanta,Washington
2015/9/6,Chicago White Sox,Kansas City
2015/9/6,Minnesota,Houston
2015/9/6,Pittsburgh,St. Louis
2015/9/6,Arizona,Chicago Cubs
2015/9/6,Texas,LA Angels
2015/9/6,Seattle,Oakland
2015/9/6,LA Dodgers,San Diego
2015/9/6,San Francisco,Colorado
2015/9/7,Baltimore,NY Yankees
2015/9/7,NY Mets,Washington
2015/9/7,Tampa Bay,Detroit
2015/9/7,Pittsburgh,Cincinnati
2015/9/7,Milwaukee,Miami
2015/9/7,Toronto,Boston
2015/9/7,Cleveland,Chicago White Sox
2015/9/7,Chicago Cubs,St. Louis
2015/9/7,Houston,Oakland
2015/9/7,Colorado,San Diego
2015/9/7,San Francisco,Arizona
2015/9/7,Texas,Seattle
2015/9/7,Atlanta,Philadelphia
2015/9/7,Minnesota,Kansas City
2015/9/7,LA Dodgers,LA Angels
2015/9/8,Baltimore,NY Yankees
2015/9/8,NY Mets,Washington
2015/9/8,Atlanta,Philadelphia
2015/9/8,Tampa Bay,Detroit
2015/9/8,Toronto,Boston
2015/9/8,Pittsburgh,Cincinnati
2015/9/8,Milwaukee,Miami
2015/9/8,Cleveland,Chicago White Sox
2015/9/8,Minnesota,Kansas City
2015/9/8,Chicago Cubs,St. Louis
2015/9/8,San Francisco,Arizona
2015/9/8,LA Dodgers,LA Angels
2015/9/8,Houston,Oakland
2015/9/8,Texas,Seattle
2015/9/8,Colorado,San Diego
2015/9/9,Chicago Cubs,St. Louis
2015/9/9,Baltimore,NY Yankees
2015/9/9,NY Mets,Washington
2015/9/9,Atlanta,Philadelphia
2015/9/9,Tampa Bay,Detroit
2015/9/9,Toronto,Boston
2015/9/9,Pittsburgh,Cincinnati
2015/9/9,Milwaukee,Miami
2015/9/9,Cleveland,Chicago White Sox
2015/9/9,Minnesota,Kansas City
2015/9/9,Colorado,San Diego
2015/9/9,San Francisco,Arizona
2015/9/9,LA Dodgers,LA Angels
2015/9/9,Houston,Oakland
2015/9/9,Texas,Seattle
2015/9/10,Texas,Seattle
2015/9/10,Detroit,Cleveland
2015/9/10,Toronto,NY Yankees
2015/9/10,Chicago Cubs,Philadelphia
2015/9/10,Milwaukee,Pittsburgh
2015/9/10,NY Mets,Atlanta
2015/9/10,St. Louis,Cincinnati
2015/9/11,Kansas City,Baltimore
2015/9/11,Detroit,Cleveland
2015/9/11,Toronto,NY Yankees
2015/9/11,Chicago Cubs,Philadelphia
2015/9/11,Milwaukee,Pittsburgh
2015/9/11,St. Louis,Cincinnati
2015/9/11,Washington,Miami
2015/9/11,Boston,Tampa Bay
2015/9/11,NY Mets,Atlanta
2015/9/11,Oakland,Texas
2015/9/11,Minnesota,Chicago White Sox
2015/9/11,LA Dodgers,Arizona
2015/9/11,Houston,LA Angels
2015/9/11,Colorado,Seattle
2015/9/11,San Diego,San Francisco
2015/9/12,St. Louis,Cincinnati
2015/9/12,Toronto,NY Yankees
2015/9/12,Washington,Miami
2015/9/12,Boston,Tampa Bay
2015/9/12,Kansas City,Baltimore
2015/9/12,Detroit,Cleveland
2015/9/12,Chicago Cubs,Philadelphia
2015/9/12,Milwaukee,Pittsburgh
2015/9/12,Minnesota,Chicago White Sox
2015/9/12,NY Mets,Atlanta
2015/9/12,Oakland,Texas
2015/9/12,LA Dodgers,Arizona
2015/9/12,Houston,LA Angels
2015/9/12,San Diego,San Francisco
2015/9/12,Colorado,Seattle
2015/9/13,Detroit,Cleveland
2015/9/13,Toronto,NY Yankees
2015/9/13,St. Louis,Cincinnati
2015/9/13,Washington,Miami
2015/9/13,Boston,Tampa Bay
2015/9/13,Kansas City,Baltimore
2015/9/13,NY Mets,Atlanta
2015/9/13,Chicago Cubs,Philadelphia
2015/9/13,Milwaukee,Pittsburgh
2015/9/13,Minnesota,Chicago White Sox
2015/9/13,Oakland,Texas
2015/9/13,Houston,LA Angels
2015/9/13,San Diego,San Francisco
2015/9/13,Colorado,Seattle
2015/9/13,LA Dodgers,Arizona
2015/9/14,Boston,Baltimore
2015/9/14,Kansas City,Cleveland
2015/9/14,Washington,Philadelphia
2015/9/14,Miami,NY Mets
2015/9/14,NY Yankees,Tampa Bay
2015/9/14,Houston,Texas
2015/9/14,Oakland,Chicago White Sox
2015/9/14,Detroit,Minnesota
2015/9/14,San Diego,Arizona
2015/9/14,LA Angels,Seattle
2015/9/14,Colorado,LA Dodgers
2015/9/14,Cincinnati,San Francisco
2015/9/15,Boston,Baltimore
2015/9/15,Kansas City,Cleveland
2015/9/15,Washington,Philadelphia
2015/9/15,Chicago Cubs,Pittsburgh
2015/9/15,Toronto,Atlanta
2015/9/15,Miami,NY Mets
2015/9/15,NY Yankees,Tampa Bay
2015/9/15,Houston,Texas
2015/9/15,Oakland,Chicago White Sox
2015/9/15,St. Louis,Milwaukee
2015/9/15,Detroit,Minnesota
2015/9/15,San Diego,Arizona
2015/9/15,LA Angels,Seattle
2015/9/15,Colorado,LA Dodgers
2015/9/15,Cincinnati,San Francisco
2015/9/16,Boston,Baltimore
2015/9/16,Kansas City,Cleveland
2015/9/16,Washington,Philadelphia
2015/9/16,Chicago Cubs,Pittsburgh
2015/9/16,Toronto,Atlanta
2015/9/16,Miami,NY Mets
2015/9/16,NY Yankees,Tampa Bay
2015/9/16,Houston,Texas
2015/9/16,Oakland,Chicago White Sox
2015/9/16,St. Louis,Milwaukee
2015/9/16,Detroit,Minnesota
2015/9/16,San Diego,Arizona
2015/9/16,LA Angels,Seattle
2015/9/16,Colorado,LA Dodgers
2015/9/16,Cincinnati,San Francisco
2015/9/17,Chicago Cubs,Pittsburgh
2015/9/17,Oakland,Chicago White Sox
2015/9/17,Kansas City,Cleveland
2015/9/17,Miami,Washington
2015/9/17,Toronto,Atlanta
2015/9/17,Baltimore,Tampa Bay
2015/9/17,Houston,Texas
2015/9/17,St. Louis,Milwaukee
2015/9/17,LA Angels,Minnesota
2015/9/18,St. Louis,Chicago Cubs
2015/9/18,Chicago White Sox,Cleveland
2015/9/18,Miami,Washington
2015/9/18,Boston,Toronto
2015/9/18,Kansas City,Detroit
2015/9/18,NY Yankees,NY Mets
2015/9/18,Baltimore,Tampa Bay
2015/9/18,Philadelphia,Atlanta
2015/9/18,Seattle,Texas
2015/9/18,Cincinnati,Milwaukee
2015/9/18,LA Angels,Minnesota
2015/9/18,Oakland,Houston
2015/9/18,San Diego,Colorado
2015/9/18,Pittsburgh,LA Dodgers
2015/9/18,Arizona,San Francisco
2015/9/19,St. Louis,Chicago Cubs
2015/9/19,NY Yankees,NY Mets
2015/9/19,Boston,Toronto
2015/9/19,Miami,Washington
2015/9/19,Arizona,San Francisco
2015/9/19,Baltimore,Tampa Bay
2015/9/19,Chicago White Sox,Cleveland
2015/9/19,Kansas City,Detroit
2015/9/19,Cincinnati,Milwaukee
2015/9/19,LA Angels,Minnesota
2015/9/19,Philadelphia,Atlanta
2015/9/19,Oakland,Houston
2015/9/19,Seattle,Texas
2015/9/19,San Diego,Colorado
2015/9/19,Pittsburgh,LA Dodgers
2015/9/20,St. Louis,Chicago Cubs
2015/9/20,Chicago White Sox,Cleveland
2015/9/20,Boston,Toronto
2015/9/20,Kansas City,Detroit
2015/9/20,NY Yankees,NY Mets
2015/9/20,Baltimore,Tampa Bay
2015/9/20,Philadelphia,Atlanta
2015/9/20,Miami,Washington
2015/9/20,Cincinnati,Milwaukee
